Id,WnvPresent
1,0.47649564011624396
2,0.47429722876131936
3,0.47649564011624396
4,0.3067801942586842
5,0.3067171111206699
6,0.47649564011624396
7,0.47649564011624396
8,0.47649564011624396
9,0.30605676636124046
10,0.3041877900723341
11,0.30605676636124046
12,0.17657185335288417
13,0.17652872673326972
14,0.30605676636124046
15,0.30605676636124046
16,0.30605676636124046
17,0.47649564011624396
18,0.47429722876131936
19,0.47649564011624396
20,0.3067801942586842
21,0.3067171111206699
22,0.47649564011624396
23,0.47649564011624396
24,0.47649564011624396
25,0.4739506866979626
26,0.47175343606357567
27,0.4739506866979626
28,0.3046142486115846
29,0.3045514151869338
30,0.4739506866979626
31,0.4739506866979626
32,0.4739506866979626
33,0.30306975320777996
34,0.3012111000497365
35,0.30306975320777996
36,0.1745307348502763
37,0.1744880011207712
38,0.30306975320777996
39,0.30306975320777996
40,0.30306975320777996
41,0.47213856302157015
42,0.46994220842363604
43,0.47213856302157015
44,0.30307655421638213
45,0.3030138997627066
46,0.47213856302157015
47,0.47213856302157015
48,0.47213856302157015
49,0.47213856302157015
50,0.46994220842363604
51,0.47213856302157015
52,0.30307655421638213
53,0.3030138997627066
54,0.47213856302157015
55,0.47213856302157015
56,0.47213856302157015
57,0.30460742817883446
58,0.30274344126565755
59,0.30460742817883446
60,0.17558054810143653
61,0.1755376119872159
62,0.30460742817883446
63,0.30460742817883446
64,0.30460742817883446
65,0.3045279096620768
66,0.3026641975591151
67,0.3045279096620768
68,0.1755262103917936
69,0.17548328473684405
70,0.3045279096620768
71,0.3045279096620768
72,0.3045279096620768
73,0.47623231821109036
74,0.47403402166137454
75,0.47623231821109036
76,0.3065557398006088
77,0.3064926824108539
78,0.47623231821109036
79,0.47623231821109036
80,0.47623231821109036
81,0.47213856302157015
82,0.46994220842363604
83,0.47213856302157015
84,0.30307655421638213
85,0.3030138997627066
86,0.47213856302157015
87,0.47213856302157015
88,0.47213856302157015
89,0.47623231821109036
90,0.47403402166137454
91,0.47623231821109036
92,0.3065557398006088
93,0.3064926824108539
94,0.47623231821109036
95,0.47623231821109036
96,0.47623231821109036
97,0.47623231821109036
98,0.47403402166137454
99,0.47623231821109036
100,0.3065557398006088
101,0.3064926824108539
102,0.47623231821109036
103,0.47623231821109036
104,0.47623231821109036
105,0.3045279096620768
106,0.3026641975591151
107,0.3045279096620768
108,0.1755262103917936
109,0.17548328473684405
110,0.3045279096620768
111,0.3045279096620768
112,0.3045279096620768
113,0.47649564011624396
114,0.47429722876131936
115,0.47649564011624396
116,0.3067801942586842
117,0.3067171111206699
118,0.47649564011624396
119,0.47649564011624396
120,0.47649564011624396
121,0.30605676636124046
122,0.3041877900723341
123,0.30605676636124046
124,0.17657185335288417
125,0.17652872673326972
126,0.30605676636124046
127,0.30605676636124046
128,0.30605676636124046
129,0.30460742817883446
130,0.30274344126565755
131,0.30460742817883446
132,0.17558054810143653
133,0.1755376119872159
134,0.30460742817883446
135,0.30460742817883446
136,0.30460742817883446
137,0.47441933833387506
138,0.4722218653818549
139,0.47441933833387506
140,0.3050125435463947
141,0.3049496639932298
142,0.47441933833387506
143,0.47441933833387506
144,0.47441933833387506
145,0.47649564011624396
146,0.47429722876131936
147,0.47649564011624396
148,0.3067801942586842
149,0.3067171111206699
150,0.47649564011624396
151,0.47649564011624396
152,0.47649564011624396
153,0.4747914091449028
154,0.472593762446455
155,0.4747914091449028
156,0.3053289375938389
157,0.3052660214645756
158,0.4747914091449028
159,0.4747914091449028
160,0.4747914091449028
161,0.47649564011624396
162,0.47429722876131936
163,0.47649564011624396
164,0.3067801942586842
165,0.3067171111206699
166,0.47649564011624396
167,0.47649564011624396
168,0.47649564011624396
169,0.30605676636124046
170,0.3041877900723341
171,0.30605676636124046
172,0.17657185335288417
173,0.17652872673326972
174,0.30605676636124046
175,0.30605676636124046
176,0.30605676636124046
177,0.30605676636124046
178,0.3041877900723341
179,0.30605676636124046
180,0.17657185335288417
181,0.17652872673326972
182,0.30605676636124046
183,0.30605676636124046
184,0.30605676636124046
185,0.47565463294484844
186,0.4734565925388615
187,0.47565463294484844
188,0.30606360496285756
189,0.3060006041328738
190,0.47565463294484844
191,0.47565463294484844
192,0.47565463294484844
193,0.30460742817883446
194,0.30274344126565755
195,0.30460742817883446
196,0.17558054810143653
197,0.1755376119872159
198,0.30460742817883446
199,0.30460742817883446
200,0.30460742817883446
201,0.4739506866979626
202,0.47175343606357567
203,0.4739506866979626
204,0.3046142486115846
205,0.3045514151869338
206,0.4739506866979626
207,0.4739506866979626
208,0.4739506866979626
209,0.47441933833387506
210,0.4722218653818549
211,0.47441933833387506
212,0.3050125435463947
213,0.3049496639932298
214,0.47441933833387506
215,0.47441933833387506
216,0.47441933833387506
217,0.4739506866979626
218,0.47175343606357567
219,0.4739506866979626
220,0.3046142486115846
221,0.3045514151869338
222,0.4739506866979626
223,0.4739506866979626
